project, sha, language, file_name, is_test,isExceptionPatch, method_name,total_add,total_del,while Adds,catch Dels,try Adds,try Dels,exception Dels,raise Adds,catch Adds,finally Dels,finally Adds,throw  Adds,for Dels,throw  Dels,for Adds,while Dels,exception Adds,raise Dels
'disruptor','773c8521f8e5567da5eb82cb2375482c9535aa66','java','src/main/java/com/lmax/disruptor/PhasedBackoffWaitStrategy.java','False','False','withLiteLock','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'disruptor','773c8521f8e5567da5eb82cb2375482c9535aa66','java','src/main/java/com/lmax/disruptor/SleepingWaitStrategy.java','False','False','SleepingWaitStrategy','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'disruptor','773c8521f8e5567da5eb82cb2375482c9535aa66','java','src/main/java/com/lmax/disruptor/SleepingWaitStrategy.java','False','False','SleepingWaitStrategy','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
